hum_blatant,attention,attention_num,ft_in,ft_out,ft_diff,hum_blatant_in,hum_blatant_out,hum_subtle_in,hum_subtle_out,hum_subtle,authscale,party_strength,close,close_recode,Age,pid7,Gender,race,party_binary,scandal,scandal_out,pid,Republican
85,Most of the time,4,73,8,65,94,9,4.25,1.75,2.5,0.5,2,3,2,64,2,Female,White,Democrat,NA,NA,Democrat,0
97,Most of the time,4,100,1,99,100,3,4.75,2.5,2.25,0.5,3,3,2,24,7,Female,White,Republican,4.2,1,Republican,1
17,Most of the time,4,69,20,49,99,82,5.75,4.25,1.5,0.75,2,2,1,21,6,Female,White,Republican,3.8,-1,Republican,1
51,Most of the time,4,90,0,90,85,34,2.75,2.5,0.25,0,3,4,3,26,1,Male,White,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,33,4,Female,Other,NA,4.4,NA,Other,0
52,Most of the time,4,100,0,100,95,43,5.75,1.75,4,0.25,3,3,2,38,1,Female,White,Democrat,2.8,1,Democrat,0
7,Some of the time,3,44,42,2,53,46,4.5,4.75,-0.25,1,2,3,2,40,6,Female,Black,Republican,4.6,-1,Republican,1
23,Only now and then,2,70,25,45,81,58,3.25,2,1.25,0.5,2,3,2,47,2,Female,White,Democrat,4,-1,Democrat,0
99,Most of the time,4,100,1,99,100,1,4,2.5,1.5,0.75,3,4,3,55,7,Male,White,Republican,NA,NA,Republican,1
26,Some of the time,3,91,9,82,100,74,5,1.5,3.5,0.5,2,3,2,34,2,Female,White,Democrat,NA,NA,Democrat,0
71,Some of the time,3,99,10,89,100,29,5,4.75,0.25,0.5,3,3,2,38,7,Female,White,Republican,3.8,-1,Republican,1
0,Most of the time,4,42,20,22,100,100,4.25,3,1.25,1,1,2,1,26,5,Female,Black,Republican,5.4,-1,Independent,1
34,Most of the time,4,99,100,-1,91,57,7,7,0,NA,3,4,3,37,7,Male,White,Republican,3.4,-1,Republican,1
1,Only now and then,2,11,6,5,28,27,3.25,2.75,0.5,0.5,2,2,1,33,6,Female,White,Republican,3.8,1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,64,4,Male,White,NA,NA,NA,Independent,0
100,Most of the time,4,100,0,100,100,0,4,4,0,1,3,4,3,40,7,Female,White,Republican,NA,NA,Republican,1
62,Only now and then,2,83,8,75,88,26,3.75,5.25,-1.5,0,3,3,2,43,1,Female,White,Democrat,4,-1,Democrat,0
43,Some of the time,3,90,19,71,92,49,5.25,4.5,0.75,0,3,3,2,63,1,Female,White,Democrat,NA,NA,Democrat,0
26,Most of the time,4,71,0,71,58,32,4.25,2.5,1.75,1,3,3,2,41,1,Female,Black,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,64,4,Male,Other,NA,4,NA,Other,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,41,4,Female,White,NA,NA,NA,Other,0
11,Most of the time,4,100,2,98,94,83,5,4,1,1,3,4,3,52,1,Female,White,Democrat,4.4,-1,Democrat,0
-1,Most of the time,4,51,50,1,50,51,4,4,0,1,2,3,2,49,2,Female,White,Democrat,4,1,Democrat,0
22,Only now and then,2,52,76,-24,74,52,5,4.5,0.5,0.5,3,3,2,33,7,Male,White,Republican,4.2,1,Republican,1
66,Only now and then,2,80,10,70,75,9,3.5,2.25,1.25,0.5,1,3,2,18,5,Female,White,Republican,4.6,-1,Independent,1
-3,Some of the time,3,74,57,17,58,61,5.75,5.5,0.25,0.25,3,2,1,46,1,Female,White,Democrat,4,1,Democrat,0
36,Some of the time,3,66,11,55,80,44,6,4.75,1.25,0,3,2,1,27,1,Female,Asian,Democrat,2.8,1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,52,4,Male,White,NA,4,NA,Independent,0
12,Some of the time,3,70,1,69,88,76,4,3,1,0,3,4,3,64,1,Male,White,Democrat,3.6,1,Democrat,0
43,Some of the time,3,62,12,50,79,36,5.25,2.75,2.5,0.5,1,2,1,38,3,Female,White,Democrat,3.4,1,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,33,4,Male,White,NA,4,NA,Independent,0
0,Most of the time,4,77,29,48,100,100,5,5.25,-0.25,1,2,3,2,65,6,Male,White,Republican,NA,NA,Republican,1
27,Most of the time,4,91,7,84,73,46,6.25,3.75,2.5,0.25,2,3,2,19,2,Female,Black,Democrat,NA,NA,Democrat,0
8,Some of the time,3,53,35,18,35,27,3.5,3.5,0,0.5,1,2,1,39,3,Female,Asian,Democrat,2.8,1,Independent,0
53,Most of the time,4,75,19,56,94,41,5.5,4,1.5,0.25,2,3,2,37,2,Male,Asian,Democrat,3.4,1,Democrat,0
5,Most of the time,4,82,88,-6,88,83,6,6.25,-0.25,0.5,3,3,2,23,1,Female,Other,Democrat,4,1,Democrat,0
0,Only now and then,2,76,2,74,100,100,4.75,3.25,1.5,0.25,3,2,1,26,1,Female,White,Democrat,3.8,-1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,Male,White,NA,3.8,NA,Independent,0
5,Only now and then,2,46,31,15,85,80,4,4.25,-0.25,0.5,1,2,1,45,5,Female,White,Republican,4,-1,Independent,1
20,Most of the time,4,69,41,28,80,60,4.5,4.25,0.25,0.75,1,3,2,34,5,Female,Asian,Republican,3,1,Independent,1
8,Some of the time,3,80,51,29,87,79,5.5,4.75,0.75,0.5,2,2,1,27,2,Female,Other,Democrat,3.4,-1,Democrat,0
29,Most of the time,4,63,1,62,72,43,4,2,2,0.5,3,4,3,56,7,Male,White,Republican,5,-1,Republican,1
94,Most of the time,4,80,0,80,95,1,5.75,1.5,4.25,0,3,3,2,35,1,Male,White,Democrat,2.2,1,Democrat,0
91,Most of the time,4,74,12,62,91,0,5.25,3.25,2,0.75,3,3,2,34,1,Male,Black,Democrat,4,-1,Democrat,0
0,Some of the time,3,69,24,45,100,100,6.25,6.25,0,0.5,2,2,1,48,2,Female,White,Democrat,3.8,1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,28,4,Male,Other,NA,4,NA,Independent,0
92,Some of the time,3,100,2,98,100,8,7,1,6,0.75,3,3,2,24,7,Female,White,Republican,NA,NA,Republican,1
17,Most of the time,4,52,52,0,57,40,4.5,4.5,0,0.25,2,2,1,35,2,Female,Asian,Democrat,4.4,1,Democrat,0
0,Only now and then,2,100,12,88,100,100,5.25,4.25,1,0.25,3,4,3,22,1,Female,White,Democrat,3.2,-1,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,49,4,Female,White,NA,3.4,NA,Other,0
0,Some of the time,3,93,60,33,100,100,5.5,5.25,0.25,0.75,3,2,1,43,7,Female,White,Republican,3.4,-1,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,38,4,Female,White,NA,4,NA,Other,0
59,Most of the time,4,100,NA,NA,64,5,4.75,3,1.75,0.75,3,4,3,38,7,Female,Asian,Republican,NA,NA,Republican,1
-7,Most of the time,4,97,92,5,91,98,6.5,6.75,-0.25,0.5,3,4,3,31,7,Male,White,Republican,3.2,1,Republican,1
0,Most of the time,4,41,8,33,82,82,5.75,5.25,0.5,0.5,1,2,1,60,3,Male,White,Democrat,3.4,-1,Independent,0
18,Some of the time,3,83,61,22,91,73,NA,2.75,NA,0.25,3,4,3,29,7,Male,White,Republican,4,1,Republican,1
60,Most of the time,4,71,7,64,80,20,4,3,1,0.25,1,3,2,64,5,Female,White,Republican,3.4,1,Independent,1
76,Some of the time,3,62,0,62,85,9,5.75,2.5,3.25,1,3,3,2,57,7,Male,White,Republican,3.8,-1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,58,4,Female,White,NA,4.4,NA,Other,0
0,Hardly at all,1,37,21,16,100,100,1.25,2,-0.75,0.75,2,3,2,57,6,Female,White,Republican,4,-1,Republican,1
32,Some of the time,3,86,42,44,85,53,5.5,6.25,-0.75,0.25,2,3,2,37,2,Female,White,Democrat,3,1,Democrat,0
71,Only now and then,2,75,1,74,72,1,2.75,4,-1.25,1,2,3,2,48,6,Female,White,Republican,3.4,1,Republican,1
-34,Some of the time,3,25,53,-28,9,43,3.25,3,0.25,0.25,1,2,1,31,5,Male,White,Republican,NA,NA,Independent,1
1,Most of the time,4,23,4,19,100,99,3.75,3,0.75,0,1,2,1,54,3,Male,White,Democrat,NA,NA,Independent,0
0,Hardly at all,1,39,53,-14,50,50,7,7,0,1,2,2,1,26,6,Male,Black,Republican,NA,NA,Republican,1
4,Some of the time,3,93,3,90,87,83,3.5,3,0.5,1,3,4,3,37,7,Female,White,Republican,4.4,-1,Republican,1
60,Only now and then,2,75,30,45,80,20,3.5,3.75,-0.25,1,2,3,2,24,6,Female,White,Republican,3.4,-1,Republican,1
-19,Most of the time,4,71,11,60,72,91,4.75,3,1.75,0.5,2,3,2,41,6,Male,White,Republican,2.8,1,Republican,1
25,Some of the time,3,80,40,40,91,66,4.25,4,0.25,0.75,3,3,2,56,1,Male,Other,Democrat,4.4,-1,Democrat,0
99,Most of the time,4,100,0,100,100,1,7,6.5,0.5,0.5,3,4,3,25,7,Male,White,Republican,4.4,1,Republican,1
-1,Some of the time,3,74,75,-1,74,75,6.75,6.25,0.5,0.75,2,2,1,26,2,Female,White,Democrat,3.6,-1,Democrat,0
39,Hardly at all,1,40,21,19,43,4,3.25,2.25,1,NA,2,2,1,23,6,Male,White,Republican,3.6,1,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,46,4,Female,White,NA,NA,NA,Other,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,36,4,Male,White,NA,NA,NA,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,59,4,Female,White,NA,4,NA,Independent,0
94,Most of the time,4,89,3,86,99,5,6.25,3,3.25,0.75,3,3,2,52,1,Female,White,Democrat,2.4,-1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,55,4,Male,White,NA,3.2,NA,Independent,0
63,Hardly at all,1,51,32,19,92,29,5,4,1,0.5,2,3,2,26,2,Female,White,Democrat,3,1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,50,4,Female,Asian,NA,4,NA,Other,0
0,Only now and then,2,60,18,42,100,100,5,3.5,1.5,1,1,2,1,30,5,Female,White,Republican,4.6,-1,Independent,1
32,Most of the time,4,96,4,92,81,49,5.25,2.75,2.5,1,3,3,2,39,7,Female,White,Republican,NA,NA,Republican,1
47,Most of the time,4,73,24,49,72,25,4,3,1,0.5,3,4,3,39,7,Female,White,Republican,4,-1,Republican,1
88,Most of the time,4,100,1,99,100,12,4.75,3,1.75,0.5,3,4,3,24,1,Female,White,Democrat,2.6,-1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,19,4,Female,White,NA,NA,NA,Independent,0
68,Only now and then,2,93,34,59,94,26,6.75,3.5,3.25,1,3,2,1,33,1,Male,White,Democrat,3.6,-1,Democrat,0
17,Most of the time,4,70,18,52,94,77,4.25,4.25,0,0,3,3,2,21,1,Female,White,Democrat,3.4,-1,Democrat,0
84,Some of the time,3,100,0,100,100,16,5.75,1,4.75,1,3,3,2,58,1,Female,Black,Democrat,4,1,Democrat,0
0,Only now and then,2,71,40,31,100,100,7,7,0,1,2,2,1,54,6,Female,White,Republican,4,-1,Republican,1
46,Only now and then,2,93,40,53,92,46,4.75,3.75,1,1,2,3,2,31,6,Female,White,Republican,4,1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,65,4,Female,White,NA,3.4,NA,Other,0
4,Only now and then,2,46,8,38,10,6,2.25,2.5,-0.25,0.5,2,2,1,58,2,Female,White,Democrat,3.2,-1,Democrat,0
0,Only now and then,2,49,49,0,52,52,3,3,0,1,3,2,1,52,7,Female,Native American,Republican,3.8,1,Republican,1
17,Only now and then,2,71,28,43,61,44,5.5,6.5,-1,0.5,2,3,2,32,2,Female,Black,Democrat,3.8,-1,Democrat,0
0,Only now and then,2,60,40,20,85,85,4.5,3.5,1,0.25,1,3,2,33,5,Male,White,Republican,NA,NA,Independent,1
0,Some of the time,3,48,8,40,100,100,5.25,5.5,-0.25,0,1,2,1,31,3,Female,White,Democrat,3,-1,Independent,0
33,Most of the time,4,75,6,69,68,35,4.5,3,1.5,0.25,3,3,2,42,1,Female,White,Democrat,3,-1,Democrat,0
-10,Most of the time,4,84,100,-16,87,97,7,7,0,0.5,3,4,3,37,7,Male,White,Republican,3.4,1,Republican,1
2,Only now and then,2,37,36,1,59,57,4,4,0,1,2,2,1,23,6,Female,Other,Republican,4,1,Republican,1
54,Most of the time,4,51,0,51,84,30,4.25,3.5,0.75,0.75,3,3,2,57,1,Female,White,Democrat,3.6,-1,Democrat,0
74,Some of the time,3,85,3,82,83,9,5.75,4.5,1.25,0,3,4,3,60,1,Female,White,Democrat,1.6,1,Democrat,0
62,Most of the time,4,77,12,65,72,10,5.5,5,0.5,1,3,4,3,60,7,Male,White,Republican,3.8,1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,46,4,Male,White,NA,NA,NA,Independent,0
74,Some of the time,3,77,2,75,76,2,3.5,3.75,-0.25,1,2,3,2,33,2,Male,Black,Democrat,3.6,1,Democrat,0
0,Most of the time,4,76,40,36,100,100,5.25,4,1.25,0.75,2,3,2,61,6,Female,White,Republican,4.4,-1,Republican,1
90,Only now and then,2,100,0,100,100,10,4.75,2.25,2.5,1,3,3,2,58,1,Male,Black,Democrat,4.2,-1,Democrat,0
56,Most of the time,4,81,5,76,87,31,5.75,2.5,3.25,0.75,2,3,2,51,2,Female,Other,Democrat,NA,NA,Democrat,0
40,Some of the time,3,72,28,44,60,20,5,2,3,0.75,1,3,2,37,3,Male,Other,Democrat,4,1,Independent,0
-10,Some of the time,3,71,91,-20,82,92,4.75,5.75,-1,0.25,2,2,1,29,6,Female,White,Republican,3,1,Republican,1
-16,Some of the time,3,32,48,-16,34,50,3,3.5,-0.5,1,2,2,1,27,6,Female,White,Republican,4.4,1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,47,4,Female,Other,NA,4,NA,Independent,0
0,Most of the time,4,81,20,61,100,100,7,6,1,0.5,3,4,3,57,1,Male,White,Democrat,NA,NA,Democrat,0
17,Only now and then,2,52,36,16,50,33,3.5,3.5,0,0.5,1,3,2,33,3,Female,White,Democrat,4,-1,Independent,0
34,Only now and then,2,71,5,66,100,66,4.5,3.5,1,0,2,3,2,25,2,Female,White,Democrat,3.8,-1,Democrat,0
14,Some of the time,3,98,25,73,89,75,3.25,2.5,0.75,0.75,3,4,3,29,7,Female,White,Republican,3.4,-1,Republican,1
63,Most of the time,4,100,13,87,100,37,5.5,3.25,2.25,0,3,3,2,25,1,Female,Asian,Democrat,NA,NA,Democrat,0
100,Some of the time,3,100,0,100,100,0,4,2.5,1.5,0,3,4,3,51,1,Female,White,Democrat,NA,NA,Democrat,0
94,Most of the time,4,100,12,88,100,6,7,7,0,0.25,3,4,3,28,7,Male,White,Republican,3.6,-1,Republican,1
11,Most of the time,4,100,22,78,100,89,5.75,4.25,1.5,1,3,4,3,NA,7,NA,NA,Republican,NA,NA,Republican,1
-24,Most of the time,4,91,96,-5,76,100,7,7,0,0.5,3,4,3,28,7,Male,White,Republican,3.4,-1,Republican,1
21,Some of the time,3,75,88,-13,95,74,5.75,5.5,0.25,0.5,3,3,2,28,1,Male,White,Democrat,4.2,-1,Democrat,0
8,Only now and then,2,32,31,1,33,25,4.25,3.75,0.5,0.5,2,2,1,44,6,Female,White,Republican,4,-1,Republican,1
88,Most of the time,4,100,11,89,100,12,5.75,7,-1.25,1,3,4,3,27,1,Male,Native American,Democrat,3.4,1,Democrat,0
9,Most of the time,4,93,100,-7,100,91,6.25,6.25,0,NA,2,4,3,30,2,Male,White,Democrat,3.4,-1,Democrat,0
95,Some of the time,3,100,8,92,100,5,4,1.75,2.25,1,3,3,2,65,7,Male,White,Republican,NA,NA,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,65,4,Male,White,NA,4,NA,Independent,0
0,Only now and then,2,30,25,5,50,50,3.25,3.5,-0.25,0.75,1,2,1,48,5,Female,White,Republican,3.2,1,Independent,1
54,Most of the time,4,98,0,98,100,46,5.5,5.25,0.25,0.75,3,4,3,55,1,Female,Other,Democrat,4.4,-1,Democrat,0
34,Most of the time,4,78,22,56,74,40,5.75,3.75,2,0.25,3,3,2,20,1,Male,Black,Democrat,4.6,-1,Democrat,0
23,Most of the time,4,50,48,2,67,44,3.75,4.25,-0.5,0.25,1,3,2,53,5,Female,White,Republican,NA,NA,Independent,1
20,Some of the time,3,69,27,42,100,80,5.5,5,0.5,0.25,1,3,2,46,3,Female,Other,Democrat,3.2,-1,Independent,0
98,Most of the time,4,94,6,88,99,1,5,2.75,2.25,0.5,1,4,3,52,3,Female,White,Democrat,3.2,1,Independent,0
40,Some of the time,3,57,25,32,70,30,4.25,2.75,1.5,0.75,1,3,2,24,3,Female,White,Democrat,2.8,1,Independent,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,39,4,Female,Other,NA,4.2,NA,Independent,0
9,Most of the time,4,82,51,31,95,86,2,4,-2,1,3,3,2,36,1,Female,Asian,Democrat,3.8,-1,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,56,4,Male,White,NA,3,NA,Independent,0
0,Some of the time,3,69,40,29,87,87,4.75,2.25,2.5,0.5,3,3,2,22,1,Male,White,Democrat,3,1,Democrat,0
35,Some of the time,3,80,44,36,79,44,6,5,1,0.5,1,3,2,41,3,Female,White,Democrat,3.8,-1,Independent,0
-11,Some of the time,3,47,49,-2,67,78,3.5,3.25,0.25,0.5,1,3,2,33,5,Female,White,Republican,3.4,1,Independent,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,50,4,Male,White,NA,3,NA,Independent,0
13,Some of the time,3,47,42,5,95,82,2.5,3.25,-0.75,0.75,2,2,1,25,2,Male,White,Democrat,NA,NA,Democrat,0
30,Some of the time,3,56,41,15,86,56,3.5,4.25,-0.75,1,1,3,2,43,3,Female,White,Democrat,4,1,Other,0
5,Some of the time,3,100,0,100,100,95,7,6.75,0.25,0,3,3,2,54,1,Male,White,Democrat,3.6,1,Democrat,0
0,Some of the time,3,80,20,60,92,92,4,3.25,0.75,0.75,3,3,2,52,7,Male,White,Republican,4.2,1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,32,4,Male,White,NA,3.8,NA,Independent,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,63,4,Female,White,NA,NA,NA,Independent,0
0,Most of the time,4,53,42,11,100,100,7,7,0,0.5,1,2,1,25,5,Female,White,Republican,3.6,1,Independent,1
26,Some of the time,3,80,60,20,91,65,5.5,4,1.5,0.25,3,3,2,54,1,Female,White,Democrat,3.4,1,Democrat,0
94,Most of the time,4,95,100,-5,100,6,7,1.5,5.5,0.25,3,4,3,27,7,Male,White,Republican,3.4,-1,Republican,1
61,Most of the time,4,65,17,48,93,32,3.75,3.5,0.25,0.25,1,3,2,31,3,Male,White,Democrat,3.6,-1,Independent,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,41,4,Female,Black,NA,4,NA,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,27,4,Female,White,NA,4,NA,Independent,0
0,Most of the time,4,100,99,1,100,100,7,7,0,0.5,3,4,3,28,1,Male,White,Democrat,3.4,1,Democrat,0
69,Most of the time,4,82,0,82,100,31,6.25,3.75,2.5,0.25,3,4,3,57,1,Female,White,Democrat,NA,NA,Democrat,0
0,Some of the time,3,53,0,53,100,100,3.5,3.5,0,0.5,1,2,1,36,5,Female,White,Republican,3.4,-1,Independent,1
41,Most of the time,4,65,7,58,94,53,4,3.5,0.5,0.75,3,4,3,58,7,Male,White,Republican,2.8,1,Republican,1
88,Some of the time,3,96,13,83,100,12,7,2.5,4.5,0.75,3,4,3,51,1,Female,Black,Democrat,3.4,1,Democrat,0
57,Only now and then,2,95,2,93,79,22,1,3.75,-2.75,0.75,1,3,2,37,5,Female,Asian,Republican,3.8,-1,Independent,1
76,Most of the time,4,100,20,80,100,24,6,4.25,1.75,0,3,4,3,27,1,Male,White,Democrat,3.2,1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,20,4,Female,White,NA,NA,NA,Independent,0
80,Most of the time,4,100,1,99,100,20,4,4,0,0.5,3,4,3,56,1,Female,Other,Democrat,2.8,1,Democrat,0
21,Most of the time,4,73,75,-2,85,64,5.25,5.25,0,0.5,3,4,3,27,1,Female,Black,Democrat,4.2,1,Democrat,0
21,Some of the time,3,60,58,2,75,54,3.25,3.5,-0.25,0.5,2,3,2,18,2,Male,Other,Democrat,3.8,1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,65,4,Female,Asian,NA,4,NA,Independent,0
-30,Most of the time,4,82,30,52,35,65,4,4.25,-0.25,1,3,3,2,27,1,Female,Black,Democrat,3.8,1,Democrat,0
20,Some of the time,3,64,31,33,78,58,4,4,0,0.5,2,3,2,25,6,Female,White,Republican,4,-1,Republican,1
1,Only now and then,2,70,31,39,30,29,3.75,3,0.75,1,2,3,2,59,2,Male,White,Democrat,4,1,Democrat,0
81,Some of the time,3,38,9,29,82,1,6.25,1,5.25,0.5,2,2,1,25,2,Female,Other,Democrat,3.2,-1,Democrat,0
0,Only now and then,2,53,47,6,85,85,4,4,0,1,2,3,2,23,6,Female,White,Republican,4.4,1,Republican,1
65,Some of the time,3,48,11,37,76,11,5.5,2,3.5,1,2,3,2,51,2,Female,Black,Democrat,3.8,-1,Democrat,0
36,Most of the time,4,61,40,21,100,64,4.25,4.5,-0.25,0.5,2,3,2,24,6,Male,White,Republican,3.4,-1,Republican,1
63,Only now and then,2,69,0,69,63,0,3,2,1,0.5,2,3,2,38,2,Male,White,Democrat,2.4,-1,Democrat,0
38,Only now and then,2,78,3,75,61,23,4.75,2,2.75,1,2,3,2,49,6,Female,White,Republican,4.2,-1,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28,4,Male,Black,NA,NA,NA,Other,0
-1,Some of the time,3,58,53,5,93,94,5,5.5,-0.5,0,1,3,2,28,5,Male,White,Republican,3.8,-1,Independent,1
0,Some of the time,3,8,0,8,61,61,1,1,0,1,3,2,1,24,1,Male,Black,Democrat,4,-1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,49,4,Female,White,NA,3.2,NA,Independent,0
91,Hardly at all,1,100,5,95,100,9,3.25,3,0.25,0.75,3,4,3,46,7,Female,White,Republican,3.8,1,Republican,1
20,Some of the time,3,85,8,77,81,61,5,4.25,0.75,1,3,3,2,41,7,Female,White,Republican,4,-1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,53,4,Male,Native American,NA,3.2,NA,Independent,0
20,Most of the time,4,60,0,60,100,80,7,7,0,0,1,3,2,25,3,Female,White,Democrat,NA,NA,Independent,0
-29,Most of the time,4,98,53,45,57,86,6.5,6,0.5,0.5,1,4,3,26,5,Male,Native American,Republican,3.6,-1,Independent,1
0,Some of the time,3,74,2,72,100,100,3.25,2.75,0.5,0.75,3,3,2,55,7,Female,White,Republican,3.8,1,Republican,1
56,Some of the time,3,76,21,55,76,20,3.75,4,-0.25,0.5,2,3,2,24,6,Female,White,Republican,4.2,1,Republican,1
10,Some of the time,3,70,25,45,98,88,4,4,0,0,2,3,2,55,6,Male,White,Republican,NA,NA,Republican,1
24,Only now and then,2,85,26,59,86,62,4.25,4.5,-0.25,0.5,3,3,2,25,1,Female,White,Democrat,3.4,-1,Democrat,0
16,Some of the time,3,36,50,-14,67,51,4.75,3.5,1.25,NA,2,2,1,43,2,Female,White,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,60,4,Male,White,NA,3.6,NA,Independent,0
100,Most of the time,4,70,2,68,100,0,3.5,2.5,1,0,3,2,1,61,1,Female,White,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,23,4,Female,White,NA,3.8,NA,Independent,0
4,Some of the time,3,58,42,16,46,42,3.25,4,-0.75,0.25,3,3,2,27,7,Female,White,Republican,4.2,1,Republican,1
86,Some of the time,3,100,0,100,86,0,3.75,2.5,1.25,1,2,3,2,21,2,Female,White,Democrat,3.8,1,Democrat,0
92,Only now and then,2,93,4,89,98,6,4,4,0,1,3,3,2,41,1,Female,White,Democrat,3,1,Democrat,0
31,Most of the time,4,87,15,72,76,45,4.5,4.5,0,0,3,4,3,55,1,Male,White,Democrat,3.6,-1,Democrat,0
86,Most of the time,4,100,22,78,100,14,4,3.75,0.25,0.5,3,4,3,31,1,Female,White,Democrat,3.6,-1,Democrat,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,31,4,Female,White,NA,NA,NA,Other,0
10,Some of the time,3,59,45,14,73,63,4.5,3.75,0.75,0.5,2,3,2,43,2,Male,Asian,Democrat,2.8,-1,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,51,4,Female,White,NA,3.4,NA,Independent,0
-23,Some of the time,3,86,24,62,76,99,4.75,2.75,2,0,2,3,2,22,2,Female,White,Democrat,NA,NA,Democrat,0
93,Most of the time,4,100,10,90,100,7,7,1.75,5.25,0.5,3,4,3,32,7,Male,White,Republican,3.6,-1,Republican,1
0,Most of the time,4,74,64,10,55,55,4.75,4.5,0.25,0.5,1,2,1,60,3,Male,White,Democrat,4,-1,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,51,4,Female,White,NA,4,NA,Independent,0
11,Some of the time,3,79,37,42,50,39,4.75,2.75,2,1,2,3,2,22,6,Female,White,Republican,3,-1,Republican,1
23,Most of the time,4,76,31,45,75,52,6,3,3,0.5,3,3,2,34,7,Male,White,Republican,3,1,Republican,1
87,Most of the time,4,99,13,86,100,13,4,2,2,0.5,3,4,3,30,1,Female,White,Democrat,NA,NA,Democrat,0
12,Most of the time,4,94,98,-4,100,88,7,6.5,0.5,0.5,3,4,3,32,7,Male,White,Republican,3.4,1,Republican,1
51,Most of the time,4,100,15,85,100,49,5.25,4.25,1,0.75,3,4,3,63,1,Female,White,Democrat,4,-1,Democrat,0
69,Some of the time,3,81,1,80,88,19,4,2.75,1.25,0.25,2,3,2,32,6,Male,White,Republican,4.6,-1,Republican,1
